Package Name,App Version Code,App Version Name,Reviewer Language,Device,Review Submit Date and Time,Review Submit Millis Since Epoch,Review Last Update Date and Time,Review Last Update Millis Since Epoch,Star Rating,Review Title,Review Text,Developer Reply Date and Time,Developer Reply Millis Since Epoch,Developer Reply Text,Review Link
com.rblbank.mobank,168,7.0.19,en,whyred,2020-06-01T05:29:23Z,1.59099E+12,2020-06-01T05:29:23Z,1.59099E+12,5,,,,,,
com.rblbank.mobank,,,en,ginkgo,2020-06-01T05:48:07Z,1.59099E+12,2020-06-01T05:48:07Z,1.59099E+12,5,,,,,,
com.rblbank.mobank,169,7.0.20,en,ms013g,2020-06-01T05:51:21Z,1.59099E+12,2020-06-01T05:51:21Z,1.59099E+12,5,,,,,,
com.rblbank.mobank,178,7.0.21,en,A37f,2020-06-01T05:56:35Z,1.59099E+12,2020-06-01T05:56:35Z,1.59099E+12,5,,,,,,
com.rblbank.mobank,183,7.0.22,en,1951,2020-06-01T05:58:19Z,1.59099E+12,2020-06-01T05:58:19Z,1.59099E+12,5,,,,,,
com.rblbank.mobank,183,7.0.22,en,RMX1825,2020-06-01T07:52:21Z,1.591E+12,2020-06-01T07:52:21Z,1.591E+12,5,,Nice,2020-06-03T10:50:06Z,1.59118E+12,"Hello, Please accept our sincere gratitude for your time and effort in writing to us. We thank you for your feedback & rating. Please update your App with the latest version, and enjoy the amazingly simple to use RBL Mobank Also, write to us on customercare@rblbank.com with detailed request. Kind Regards, RBL Bank",https://play.google.com/apps/publish?account=6616442601812819648#ReviewDetailsPlace:p=com.rblbank.mobank&reviewid=gp:AOqpTOGnApNszOP9SXQFsLBLp1dh-yhafGdTq-QyrGLhaXoh9XWfUVD55p_bX53HKWtS2rtQrKU7JhAZmI0sFN8
com.rblbank.mobank,169,7.0.20,en,violet,2020-06-01T07:58:17Z,1.591E+12,2020-06-01T07:58:17Z,1.591E+12,5,,,,,,
com.rblbank.mobank,178,7.0.21,en,Infinix-X622,2020-06-01T08:44:07Z,1.591E+12,2020-06-01T08:44:07Z,1.591E+12,3,,How many times u r having an update,2020-06-03T10:51:09Z,1.59118E+12,"Hi, we regret the inconvenience caused. Kindly elaborate on the issue so that we can look into the matter and resolve it for you. Please write to us at customercare@rblbank.com Kind Regards, RBL Bank.",https://play.google.com/apps/publish?account=6616442601812819648#ReviewDetailsPlace:p=com.rblbank.mobank&reviewid=gp:AOqpTOGPzeV4Wtpdnn2t90gvwd5Bu1Q8Na5J9cJYUn78CMRRCaVsTVHWoj59smpOZCLSQLKg76nUZFTWv8IUpLo
com.rblbank.mobank,169,7.0.20,en,j6lte,2020-06-01T08:58:36Z,1.591E+12,2020-06-01T08:58:36Z,1.591E+12,5,,,,,,
com.rblbank.mobank,183,7.0.22,en,a50s,2020-06-01T10:02:03Z,1.59101E+12,2020-06-01T10:02:03Z,1.59101E+12,5,,,,,,
com.rblbank.mobank,169,7.0.20,en,1601,2020-06-01T10:05:06Z,1.59101E+12,2020-06-01T10:05:06Z,1.59101E+12,5,,,,,,
com.rblbank.mobank,166,7.0.18,en,1606,2020-06-01T10:16:36Z,1.59101E+12,2020-06-01T10:16:36Z,1.59101E+12,4,,,,,,
com.rblbank.mobank,178,7.0.21,en,bbg100,2020-06-01T10:24:20Z,1.59101E+12,2020-06-01T10:24:20Z,1.59101E+12,5,,Best,2020-06-03T10:51:39Z,1.59118E+12,"Hello, Please accept our sincere gratitude for your time and effort in writing to us. We thank you for your feedback & rating. Please update your App with the latest version, and enjoy the amazingly simple to use RBL Mobank Also, write to us on customercare@rblbank.com with detailed request. Kind Regards, RBL Bank",https://play.google.com/apps/publish?account=6616442601812819648#ReviewDetailsPlace:p=com.rblbank.mobank&reviewid=gp:AOqpTOH8oV2V6pscEqcHmjdF3j64rYxytjpb4Boo4Gy66VhuueGlikbHES2Ee_nCw4B-IPvnwTiXfvTFr6o2JOE
com.rblbank.mobank,183,7.0.22,en,a7y18lte,2020-06-01T10:29:39Z,1.59101E+12,2020-06-01T10:29:39Z,1.59101E+12,5,,,,,,
com.rblbank.mobank,169,7.0.20,en,vince,2020-06-01T10:38:05Z,1.59101E+12,2020-06-01T10:38:05Z,1.59101E+12,1,,Slow,2020-06-03T10:53:10Z,1.59118E+12,"Hi, we regret the inconvenience caused. Kindly elaborate on the issue so that we can look into the matter and resolve it for you. Please write to us at customercare@rblbank.com Kind Regards, RBL Bank.",https://play.google.com/apps/publish?account=6616442601812819648#ReviewDetailsPlace:p=com.rblbank.mobank&reviewid=gp:AOqpTOEwUzU_TE5_m9en7XN-qg8-M4neZvkrmcceqdI3DUuynJwc8i91OAtM5Wa8O56BFnj_8mPlWx5b7Hc8nUs
com.rblbank.mobank,183,7.0.22,en,jasmine_sprout,2020-06-01T11:30:50Z,1.59101E+12,2020-06-01T11:30:50Z,1.59101E+12,5,,,,,,
com.rblbank.mobank,169,7.0.20,en,OnePlus7,2020-06-01T11:42:20Z,1.59101E+12,2020-06-01T11:42:20Z,1.59101E+12,5,,,,,,
com.rblbank.mobank,183,7.0.22,en,beryllium,2020-06-01T12:04:18Z,1.59101E+12,2020-06-01T12:04:18Z,1.59101E+12,1,,Not working properly lot of bug's issues,2020-06-03T10:53:15Z,1.59118E+12,"Hi, we regret the inconvenience caused. Kindly elaborate on the issue so that we can look into the matter and resolve it for you. Please write to us at customercare@rblbank.com Kind Regards, RBL Bank.",https://play.google.com/apps/publish?account=6616442601812819648#ReviewDetailsPlace:p=com.rblbank.mobank&reviewid=gp:AOqpTOENkXiAWGXDVMq4OVch-mkl1ynxg3dFZxAuyKkKrCFnHRkQVj6ObOt2oUhHfaiPHXilOF5y1xG_gDlH-ek
com.rblbank.mobank,,,en,1814,2020-06-01T12:16:01Z,1.59101E+12,2020-06-01T12:16:01Z,1.59101E+12,5,,,,,,
com.rblbank.mobank,178,7.0.21,en,r5q,2020-06-01T12:32:02Z,1.59101E+12,2020-06-01T12:32:02Z,1.59101E+12,3,,,,,,
com.rblbank.mobank,,,en,rosy,2020-06-01T12:38:36Z,1.59102E+12,2020-06-01T12:38:36Z,1.59102E+12,2,,Only limited banks for payment acceptance.,2020-06-03T10:54:00Z,1.59118E+12,"Hi, Kindly elaborate on the issue so that we can look into the matter and resolve it for you. Please write to us at customercare@rblbank.com Kind Regards, RBL Bank.",https://play.google.com/apps/publish?account=6616442601812819648#ReviewDetailsPlace:p=com.rblbank.mobank&reviewid=gp:AOqpTOEKWazgPf9zqQ27HwlPOVKcqVZA4waUMH3s5AZLVO4kIKn7thDk4ON2iVkk-EL_4GtJqbebogrXn039Vi4
com.rblbank.mobank,183,7.0.22,en,j2lte,2020-06-01T12:39:19Z,1.59102E+12,2020-06-01T12:39:19Z,1.59102E+12,5,,Good,2020-06-03T10:57:12Z,1.59118E+12,"Hello, Please accept our sincere gratitude for your time and effort in writing to us. We thank you for your feedback & rating. Please update your App with the latest version, and enjoy the amazingly simple to use RBL Mobank Also, write to us on customercare@rblbank.com with detailed request. Kind Regards, RBL Bank",https://play.google.com/apps/publish?account=6616442601812819648#ReviewDetailsPlace:p=com.rblbank.mobank&reviewid=gp:AOqpTOE7kqqSqZ-ZW57eSL13yJ_b8CwFuVQVl4k_YgWck6ohSmvffMC0sVKcj2FBXAemSkxwnaZ4pNncaSeYyB0
com.rblbank.mobank,162,7.0.15,en,OP4B80L1,2020-06-01T12:39:33Z,1.59102E+12,2020-06-01T12:39:33Z,1.59102E+12,5,,,,,,
com.rblbank.mobank,169,7.0.20,en,RMX1805,2020-06-01T12:43:15Z,1.59102E+12,2020-06-01T12:43:15Z,1.59102E+12,4,,,,,,
com.rblbank.mobank,169,7.0.20,en,marino_f,2020-06-01T13:18:49Z,1.59102E+12,2020-06-01T13:18:49Z,1.59102E+12,5,,Really liked,2020-06-03T10:57:18Z,1.59118E+12,"Hello, Please accept our sincere gratitude for your time and effort in writing to us. We thank you for your feedback & rating. Please update your App with the latest version, and enjoy the amazingly simple to use RBL Mobank Also, write to us on customercare@rblbank.com with detailed request. Kind Regards, RBL Bank",https://play.google.com/apps/publish?account=6616442601812819648#ReviewDetailsPlace:p=com.rblbank.mobank&reviewid=gp:AOqpTOEuV0XlalXR2gmGiKEf6cJqvFefkedQQ6hRbbb2YaQETl7gGYqUn-0byqiQp-YoAsoP6VvQyU_uZh0Pzq0
com.rblbank.mobank,183,7.0.22,en,lavender,2020-06-01T13:22:23Z,1.59102E+12,2020-06-01T13:22:23Z,1.59102E+12,5,,,,,,
com.rblbank.mobank,183,7.0.22,en,1901,2020-06-01T14:17:31Z,1.59102E+12,2020-06-01T14:17:31Z,1.59102E+12,5,,,,,,
com.rblbank.mobank,183,7.0.22,en,a30s,2020-06-01T14:56:35Z,1.59102E+12,2020-06-01T14:56:35Z,1.59102E+12,5,,Excellent,2020-06-03T10:57:23Z,1.59118E+12,"Hello, Please accept our sincere gratitude for your time and effort in writing to us. We thank you for your feedback & rating. Please update your App with the latest version, and enjoy the amazingly simple to use RBL Mobank Also, write to us on customercare@rblbank.com with detailed request. Kind Regards, RBL Bank",https://play.google.com/apps/publish?account=6616442601812819648#ReviewDetailsPlace:p=com.rblbank.mobank&reviewid=gp:AOqpTOFSWGS39SL9MAFSdNIqhMie94XcTfKVV03kVEj2V2FZgJ97sT4qu423LcRvYO5xUOSBFO8Bp73vKFZ3WVU
com.rblbank.mobank,,,en,OP4B80L1,2020-06-01T15:11:36Z,1.59102E+12,2020-06-01T15:11:36Z,1.59102E+12,5,,,,,,
com.rblbank.mobank,183,7.0.22,en,A37f,2020-06-01T15:09:52Z,1.59102E+12,2020-06-01T15:12:28Z,1.59102E+12,5,,,,,,
com.rblbank.mobank,169,7.0.20,en,starlte,2020-06-01T15:13:33Z,1.59102E+12,2020-06-01T15:13:33Z,1.59102E+12,5,,"very good app, esy to use",2020-06-03T10:57:28Z,1.59118E+12,"Hello, Please accept our sincere gratitude for your time and effort in writing to us. We thank you for your feedback & rating. Please update your App with the latest version, and enjoy the amazingly simple to use RBL Mobank Also, write to us on customercare@rblbank.com with detailed request. Kind Regards, RBL Bank",https://play.google.com/apps/publish?account=6616442601812819648#ReviewDetailsPlace:p=com.rblbank.mobank&reviewid=gp:AOqpTOEw3wmV9VRfhsuxM4z01e5Letr9btomu5V2DZbEklm1S1xPzLa2tVPFhM-Rn3qr8Dl7Gm6aUFsPM5owR-g
com.rblbank.mobank,,,en,OP4B83L1,2020-06-01T15:15:27Z,1.59102E+12,2020-06-01T15:15:27Z,1.59102E+12,3,,,,,,
com.rblbank.mobank,166,7.0.18,en,1610,2020-06-01T15:32:01Z,1.59103E+12,2020-06-01T15:32:19Z,1.59103E+12,3,,,,,,
com.rblbank.mobank,165,7.0.17,en,OP486C,2020-06-01T15:40:06Z,1.59103E+12,2020-06-01T15:40:06Z,1.59103E+12,5,,,,,,
com.rblbank.mobank,168,7.0.19,en,m10s,2020-02-12T16:22:32Z,1.58152E+12,2020-06-01T16:03:00Z,1.59103E+12,4,,It is better to make this app.popular for rural RBL bank active customers ..,2020-06-03T10:56:49Z,1.59118E+12,"Hello, Thanks a lot! If you'd like to suggest a feature or an improvement to the app, please write in to us at customercare@rblbank.com. We'll do our best to incorporate the same and earn a five star rating from you. Kind Regards, RBL Bank",https://play.google.com/apps/publish?account=6616442601812819648#ReviewDetailsPlace:p=com.rblbank.mobank&reviewid=gp:AOqpTOHih4z_mZTh3XfzbRMoeLkuLg8z-aIAxoQDlcvjJL2ViItgx_gURHCTL-knhIVEThHij9k4bWp0djX9yEY
com.rblbank.mobank,183,7.0.22,en,RMX1801,2020-06-01T16:24:59Z,1.59103E+12,2020-06-01T16:24:59Z,1.59103E+12,5,,Good designed,2020-06-03T10:57:36Z,1.59118E+12,"Hello, Please accept our sincere gratitude for your time and effort in writing to us. We thank you for your feedback & rating. Please update your App with the latest version, and enjoy the amazingly simple to use RBL Mobank Also, write to us on customercare@rblbank.com with detailed request. Kind Regards, RBL Bank",https://play.google.com/apps/publish?account=6616442601812819648#ReviewDetailsPlace:p=com.rblbank.mobank&reviewid=gp:AOqpTOFsp-5iSkqe5OOdFMsD636rE7GxTSVQ9zf_cvZdfrpNRh1yr88IWzzOWT5JGgX7LbfE1aSKBW5DOyx_0DU
com.rblbank.mobank,183,7.0.22,en,tissot_sprout,2020-06-01T16:29:17Z,1.59103E+12,2020-06-01T16:29:17Z,1.59103E+12,5,,Good service,2020-06-03T10:58:09Z,1.59118E+12,"Hello, Please accept our sincere gratitude for your time and effort in writing to us. We thank you for your feedback & rating. Please update your App with the latest version, and enjoy the amazingly simple to use RBL Mobank Also, write to us on customercare@rblbank.com with detailed request. Kind Regards, RBL Bank",https://play.google.com/apps/publish?account=6616442601812819648#ReviewDetailsPlace:p=com.rblbank.mobank&reviewid=gp:AOqpTOFiiZSpDDYK7OoeIZn-2nJgD9brXB8lab9w_W-ckUtgmrn5ZI9lo8Ngiq89qxTmamKJ56WIapUZjt_hi0g
com.rblbank.mobank,178,7.0.21,en,judyln,2020-06-01T17:14:10Z,1.59103E+12,2020-06-01T17:14:10Z,1.59103E+12,5,,,,,,
com.rblbank.mobank,169,7.0.20,en,on5xelte,2020-06-01T17:43:20Z,1.59103E+12,2020-06-01T17:43:20Z,1.59103E+12,5,,Good,2020-06-03T10:58:18Z,1.59118E+12,"Hello, Please accept our sincere gratitude for your time and effort in writing to us. We thank you for your feedback & rating. Please update your App with the latest version, and enjoy the amazingly simple to use RBL Mobank Also, write to us on customercare@rblbank.com with detailed request. Kind Regards, RBL Bank",https://play.google.com/apps/publish?account=6616442601812819648#ReviewDetailsPlace:p=com.rblbank.mobank&reviewid=gp:AOqpTOHSocJ8tbo8sohefpBdbsNrLu-l_2qOStjIJdY3XAyABl86IAZsqI1SAG_zQETIbAKrtwcuj-7qFNlircs
com.rblbank.mobank,,,en,cereus,2020-06-01T18:07:03Z,1.59103E+12,2020-06-01T18:07:03Z,1.59103E+12,1,,It waste your money ....,2020-06-03T10:59:03Z,1.59118E+12,"Hi, we regret the inconvenience caused. Kindly elaborate on the issue so that we can look into the matter and resolve it for you. Please write to us at customercare@rblbank.com Kind Regards, RBL Bank.",https://play.google.com/apps/publish?account=6616442601812819648#ReviewDetailsPlace:p=com.rblbank.mobank&reviewid=gp:AOqpTOF7Dlq4Vu6DVQAfkVMpdOr9hTfVgYLeVGSWpitDvg4wj7543pASG2RXC6xm_EW-Mu-0tI2ip_AfmFCjB1Q
com.rblbank.mobank,183,7.0.22,en,tulip,2020-06-01T18:47:34Z,1.59104E+12,2020-06-01T18:47:34Z,1.59104E+12,5,,,,,,
com.rblbank.mobank,165,7.0.17,en,raphaelin,2020-06-01T19:25:28Z,1.59104E+12,2020-06-01T19:25:28Z,1.59104E+12,5,,,,,,
com.rblbank.mobank,183,7.0.22,en,a20,2020-06-01T21:21:59Z,1.59105E+12,2020-06-01T21:21:59Z,1.59105E+12,4,,Best,2020-06-03T04:25:53Z,1.59116E+12,"Hello, Please accept our sincere gratitude for your time and effort in writing to us. We thank you for your feedback & rating. Please update your App with the latest version, and enjoy the amazingly simple to use RBL Mobank Also, write to us on customercare@rblbank.com with detailed request. Kind Regards, RBL Bank",https://play.google.com/apps/publish?account=6616442601812819648#ReviewDetailsPlace:p=com.rblbank.mobank&reviewid=gp:AOqpTOG55oDUUs5dadxOCYjkRn6R-WxDq-XjaZQdOU4fw_3ytfpIcLdKa7uQyLLu2u0wC9WnFlB8cfUIX6uxazU
com.rblbank.mobank,178,7.0.21,en,rosy,2020-06-02T01:56:58Z,1.59106E+12,2020-06-02T01:56:58Z,1.59106E+12,4,,Gud,2020-06-03T04:26:06Z,1.59116E+12,"Hello, Please accept our sincere gratitude for your time and effort in writing to us. We thank you for your rating. Please update your App with the latest version, and enjoy the amazingly simple to use RBL Mobank Also, write to us on customercare@rblbank.com with detailed request. Kind Regards, RBL Bank",https://play.google.com/apps/publish?account=6616442601812819648#ReviewDetailsPlace:p=com.rblbank.mobank&reviewid=gp:AOqpTOHbtvuwN8BfJ4HJA16hu3z3bBXgqd_n-b1y1TmgMzhj7s6tJHaBpXRFMsiuB8z-tk090GwS7eunk0Inqac
com.rblbank.mobank,,,en,RMX1805,2020-06-02T02:12:01Z,1.59106E+12,2020-06-02T02:12:01Z,1.59106E+12,1,,Not accept money,2020-06-03T04:30:52Z,1.59116E+12,"Hi, kindly elaborate on the issue so that we can look into the matter and resolve it for you. Please write to us at customercare@rblbank.com Kind Regards, RBL Bank.",https://play.google.com/apps/publish?account=6616442601812819648#ReviewDetailsPlace:p=com.rblbank.mobank&reviewid=gp:AOqpTOHHHMCddUuzjC8Soskc-T55tx9U9-3YA32siDM4Hdn8W_41-TBwplv9nax_pRFJda_ooylR0WRng3-dgcg
com.rblbank.mobank,164,7.0.16,en,1901,2020-01-24T08:15:00Z,1.57985E+12,2020-06-02T02:17:53Z,1.59106E+12,5,,Excellent service,2020-06-03T04:26:16Z,1.59116E+12,"Hello, Please accept our sincere gratitude for your time and effort in writing to us. We thank you for your feedback & rating. Please update your App with the latest version, and enjoy the amazingly simple to use RBL Mobank Also, write to us on customercare@rblbank.com with detailed request. Kind Regards, RBL Bank",https://play.google.com/apps/publish?account=6616442601812819648#ReviewDetailsPlace:p=com.rblbank.mobank&reviewid=gp:AOqpTOF6IK8XAHAboppKDzW5HKvmcTLHIDwU4yFi1oFSJqNxVgmRSW6d2N-vxr9gtutiIrEq9BqDZazFlTRSbrc
com.rblbank.mobank,,,en,1807,2020-06-02T03:24:44Z,1.59107E+12,2020-06-02T03:24:44Z,1.59107E+12,5,,,,,,
com.rblbank.mobank,169,7.0.20,en,CPH1701,2020-06-02T04:06:23Z,1.59107E+12,2020-06-02T04:06:23Z,1.59107E+12,5,,,,,,
com.rblbank.mobank,178,7.0.21,en,OP486C,2020-06-02T04:07:28Z,1.59107E+12,2020-06-02T04:07:28Z,1.59107E+12,5,,,,,,
com.rblbank.mobank,183,7.0.22,en,OP4B9B,2020-06-02T04:55:15Z,1.59107E+12,2020-06-02T04:55:15Z,1.59107E+12,5,,,,,,
com.rblbank.mobank,178,7.0.21,en,j7velte,2020-06-02T05:36:26Z,1.59108E+12,2020-06-02T05:36:26Z,1.59108E+12,5,,,,,,
com.rblbank.mobank,183,7.0.22,en,a70q,2020-06-02T05:38:26Z,1.59108E+12,2020-06-02T05:38:26Z,1.59108E+12,5,,,,,,
com.rblbank.mobank,183,7.0.22,en,mido,2020-06-02T05:57:55Z,1.59108E+12,2020-06-02T05:57:55Z,1.59108E+12,5,,Good,2020-06-03T04:26:24Z,1.59116E+12,"Hello, Please accept our sincere gratitude for your time and effort in writing to us. We thank you for your feedback & rating. Please update your App with the latest version, and enjoy the amazingly simple to use RBL Mobank Also, write to us on customercare@rblbank.com with detailed request. Kind Regards, RBL Bank",https://play.google.com/apps/publish?account=6616442601812819648#ReviewDetailsPlace:p=com.rblbank.mobank&reviewid=gp:AOqpTOEJGyfK_evCzr1V0E925EHHzUcwcOc6QHg4shm68Z8InZE4RZ70JHce1YQpXsBGtmlT4Mzo8NVcf7J6sYA
com.rblbank.mobank,183,7.0.22,en,m30s,2020-06-02T06:03:14Z,1.59108E+12,2020-06-02T06:03:14Z,1.59108E+12,4,,,,,,
com.rblbank.mobank,183,7.0.22,en,taido_row,2020-06-02T06:05:24Z,1.59108E+12,2020-06-02T06:05:24Z,1.59108E+12,5,,Good,2020-06-03T04:26:29Z,1.59116E+12,"Hello, Please accept our sincere gratitude for your time and effort in writing to us. We thank you for your feedback & rating. Please update your App with the latest version, and enjoy the amazingly simple to use RBL Mobank Also, write to us on customercare@rblbank.com with detailed request. Kind Regards, RBL Bank",https://play.google.com/apps/publish?account=6616442601812819648#ReviewDetailsPlace:p=com.rblbank.mobank&reviewid=gp:AOqpTOGS6aQX8vP5cMCCbm_Dgk5Xlo3v1EoAebxqN1Fmzdm6F_Tmf6qihDGn8EX_OIFFgTrz8NFzkRNCM46WhvQ
com.rblbank.mobank,183,7.0.22,en,1909,2020-06-02T06:11:16Z,1.59108E+12,2020-06-02T06:11:16Z,1.59108E+12,5,,,,,,
com.rblbank.mobank,183,7.0.22,en,laurel_sprout,2020-06-02T06:34:44Z,1.59108E+12,2020-06-02T06:34:44Z,1.59108E+12,5,,,,,,
com.rblbank.mobank,,,en,OnePlus7T,2020-06-02T06:42:16Z,1.59108E+12,2020-06-02T06:42:16Z,1.59108E+12,3,,,,,,
com.rblbank.mobank,183,7.0.22,en,m20lte,2020-02-06T17:15:06Z,1.58101E+12,2020-06-02T06:52:54Z,1.59108E+12,3,,Taking too much time to load always,2020-06-03T04:30:37Z,1.59116E+12,"Hi, we regret the inconvenience caused. Kindly elaborate on the issue so that we can look into the matter and resolve it for you. Please write to us at customercare@rblbank.com Kind Regards, RBL Bank.",https://play.google.com/apps/publish?account=6616442601812819648#ReviewDetailsPlace:p=com.rblbank.mobank&reviewid=gp:AOqpTOEg8xaIIJ-WImEd7brh2i2Sssc3Wkgttnd6DPTFcZnOaccNGUsjJxusijC43iPCT774E7DbPXGvxYocqCg
com.rblbank.mobank,157,7.0.13,en,a6plte,2020-06-02T07:06:21Z,1.59108E+12,2020-06-02T07:06:21Z,1.59108E+12,5,,,,,,
com.rblbank.mobank,183,7.0.22,en,1915,2020-06-02T07:10:00Z,1.59108E+12,2020-06-02T07:10:00Z,1.59108E+12,4,,,,,,
com.rblbank.mobank,168,7.0.19,en,river,2020-06-02T07:44:35Z,1.59108E+12,2020-06-02T07:44:35Z,1.59108E+12,5,,,,,,
com.rblbank.mobank,169,7.0.20,en,whyred,2020-06-02T08:19:40Z,1.59109E+12,2020-06-02T08:19:40Z,1.59109E+12,5,,,,,,
com.rblbank.mobank,168,7.0.19,en,1904,2020-06-02T08:32:25Z,1.59109E+12,2020-06-02T08:32:26Z,1.59109E+12,1,,,,,,
com.rblbank.mobank,169,7.0.20,en,a2corelte,2020-06-02T08:33:50Z,1.59109E+12,2020-06-02T08:33:50Z,1.59109E+12,5,,,,,,
com.rblbank.mobank,,,en,1723,2020-06-02T08:39:19Z,1.59109E+12,2020-06-02T08:39:19Z,1.59109E+12,5,,,,,,
com.rblbank.mobank,183,7.0.22,en,RMX1901,2020-06-02T08:53:05Z,1.59109E+12,2020-06-02T08:53:05Z,1.59109E+12,5,,,,,,
com.rblbank.mobank,183,7.0.22,en,1907,2020-06-02T08:57:35Z,1.59109E+12,2020-06-02T08:57:35Z,1.59109E+12,5,,,,,,
com.rblbank.mobank,183,7.0.22,en,beryllium,2020-06-02T09:18:21Z,1.59109E+12,2020-06-02T09:18:21Z,1.59109E+12,5,,,,,,
com.rblbank.mobank,183,7.0.22,en,j7maxlte,2020-06-02T09:20:59Z,1.59109E+12,2020-06-02T09:20:59Z,1.59109E+12,5,,,,,,
com.rblbank.mobank,183,7.0.22,en,j7maxlte,2020-06-02T09:56:26Z,1.59109E+12,2020-06-02T09:56:26Z,1.59109E+12,1,,Don't install this app it is corrupted on play store.,2020-06-03T04:30:33Z,1.59116E+12,"Hi, we regret the inconvenience caused. Kindly elaborate on the issue so that we can look into the matter and resolve it for you. Please write to us at customercare@rblbank.com Kind Regards, RBL Bank.",https://play.google.com/apps/publish?account=6616442601812819648#ReviewDetailsPlace:p=com.rblbank.mobank&reviewid=gp:AOqpTOFC21Kg3pCVOCwY8p-m2-kfx-aWEOzVsxS-OIiEBRge0U99ZmaXeHopxu9TkkTa6wAAgVcIViO9cTzcKAM
com.rblbank.mobank,183,7.0.22,en,OnePlus5T,2020-06-02T10:51:29Z,1.5911E+12,2020-06-02T10:51:29Z,1.5911E+12,5,,,,,,
com.rblbank.mobank,182,7.0.22,en,CPH1819,2020-06-02T10:54:47Z,1.5911E+12,2020-06-02T10:54:47Z,1.5911E+12,5,,,,,,
